id,name,beds,rent,address1,slug,url,region,company,address2,postal_code,view_on_map_url,city,location,phone
1,2 Bedroom,2.0,1590.0,176 Vidal Street South,sarnia,https://rentals.ca/sarnia/176-vidal-street-south,"{'id': 6093943, 'code': 'ON', 'name': 'Ontario'}",,,N7T 2T6,https://rentals.ca/sarnia/apartments?active-listing-id=566938,6141190,"{'lat': 42.968, 'lng': -82.405562, 'x': -82.405562, 'y': 42.968}",(226) 778-2725
1,1 Bedroom,1.0,1599.0,56/64 Finch Drive,sarnia,https://rentals.ca/sarnia/nottingham-towers,"{'id': 6093943, 'code': 'ON', 'name': 'Ontario'}",,,N7S 4T6,https://rentals.ca/sarnia/apartments?active-listing-id=310578,6141190,"{'lat': 42.969421, 'lng': -82.353653, 'x': -82.353653, 'y': 42.969421}",(226) 784-1785
1,2 Bedroom,2.0,1600.0,875 Colborne Rd.,sarnia,https://rentals.ca/sarnia/875-colborne-rd,"{'id': 6093943, 'code': 'ON', 'name': 'Ontario'}",,,N7V 3K1,https://rentals.ca/sarnia/apartments?active-listing-id=702171,6141190,"{'lat': 42.98808, 'lng': -82.389129, 'x': -82.389129, 'y': 42.98808}",(226) 784-5390
1,2 Bedroom,2.0,1615.0,269 & 275 Finch Drive,sarnia,https://rentals.ca/sarnia/finchgate-apartments,"{'id': 6093943, 'code': 'ON', 'name': 'Ontario'}",,,N7S 5A2,https://rentals.ca/sarnia/apartments?active-listing-id=621704,6141190,"{'lat': 42.961427, 'lng': -82.352661, 'x': -82.352661, 'y': 42.961427}",(226) 784-1927
1,2 Bedroom,2.0,1615.0,225 & 233 Capel Street,sarnia,https://rentals.ca/sarnia/kingsway-queensway-apartments,"{'id': 6093943, 'code': 'ON', 'name': 'Ontario'}",,,N7T 6T6,https://rentals.ca/sarnia/apartments?active-listing-id=735384,6141190,"{'lat': 42.986233, 'lng': -82.390945, 'x': -82.390945, 'y': 42.986233}",(226) 784-5464
2,2 Bedroom,2.0,1620.0,56/64 Finch Drive,sarnia,https://rentals.ca/sarnia/nottingham-towers,"{'id': 6093943, 'code': 'ON', 'name': 'Ontario'}",,,N7S 4T6,https://rentals.ca/sarnia/apartments?active-listing-id=310578,6141190,"{'lat': 42.969421, 'lng': -82.353653, 'x': -82.353653, 'y': 42.969421}",(226) 784-1785
1,2 Bedroom,2.0,1625.0,880 Colborne Rd.,sarnia,https://rentals.ca/sarnia/880-colborne-rd,"{'id': 6093943, 'code': 'ON', 'name': 'Ontario'}",,,N7V 3K3,https://rentals.ca/sarnia/apartments?active-listing-id=702173,6141190,"{'lat': 42.988632, 'lng': -82.388633, 'x': -82.388633, 'y': 42.988632}",(226) 784-2295
0,2 Bedroom,2.0,1625.0,"160, 180, 185, 190 Canterbury Court",sarnia,https://rentals.ca/sarnia/canterbury-court,"{'id': 6093943, 'code': 'ON', 'name': 'Ontario'}",,,N7T 7P7,https://rentals.ca/sarnia/apartments?active-listing-id=540510,6141190,"{'lat': 42.963094, 'lng': -82.38429, 'x': -82.38429, 'y': 42.963094}",(226) 784-2209
3,2 Bedroom,2.0,1635.0,56/64 Finch Drive,sarnia,https://rentals.ca/sarnia/nottingham-towers,"{'id': 6093943, 'code': 'ON', 'name': 'Ontario'}",,,N7S 4T6,https://rentals.ca/sarnia/apartments?active-listing-id=310578,6141190,"{'lat': 42.969421, 'lng': -82.353653, 'x': -82.353653, 'y': 42.969421}",(226) 784-1785
1,1 Bedroom,1.0,1645.0,131 Maxwell Street,sarnia,https://rentals.ca/sarnia/131-maxwell-street,"{'id': 6093943, 'code': 'ON', 'name': 'Ontario'}",,,N7T 5T2,https://rentals.ca/sarnia/apartments?active-listing-id=679841,6141190,"{'lat': 42.980666, 'lng': -82.406777, 'x': -82.406777, 'y': 42.980666}",(226) 778-4203
0,2 Bedroom,2.0,1660.0,1100 Wellington Street,sarnia,https://rentals.ca/sarnia/st-clair-apartments,"{'id': 6093943, 'code': 'ON', 'name': 'Ontario'}",,,N7S 1E6,https://rentals.ca/sarnia/apartments?active-listing-id=507128,6141190,"{'lat': 42.968207, 'lng': -82.367443, 'x': -82.367443, 'y': 42.968207}",(226) 778-4961
1,2 Bedroom,2.0,1685.0,368 Exmouth Street,sarnia,https://rentals.ca/sarnia/dorchester-apartments,"{'id': 6093943, 'code': 'ON', 'name': 'Ontario'}",,,N7T 7R2,https://rentals.ca/sarnia/apartments?active-listing-id=735094,6141190,"{'lat': 42.985821, 'lng': -82.39513, 'x': -82.39513, 'y': 42.985821}",(226) 784-5422
1,2 Bedroom,2.0,1690.0,125 College Ave. S.,sarnia,https://rentals.ca/sarnia/125-college-ave-s,"{'id': 6093943, 'code': 'ON', 'name': 'Ontario'}",,,N7T 2Z5,https://rentals.ca/sarnia/apartments?active-listing-id=709088,6141190,"{'lat': 42.969675, 'lng': -82.401971, 'x': -82.401971, 'y': 42.969675}",(226) 784-2313
0,1 Bedroom,1.0,1695.0,"205 Mackenzie St N, 220 Mitton St N",sarnia,https://rentals.ca/sarnia/aura-apartments,"{'id': 6093943, 'code': 'ON', 'name': 'Ontario'}",,,N7T 6H5,https://rentals.ca/sarnia/apartments?active-listing-id=848476,6141190,"{'lat': 42.97421, 'lng': -82.3957, 'x': -82.3957, 'y': 42.97421}",(226) 407-8020
1,2 Bedroom,2.0,1695.0,1202 Pontiac Court,sarnia,https://rentals.ca/sarnia/pontiac-court-lowrise,"{'id': 6093943, 'code': 'ON', 'name': 'Ontario'}",,,N7S 4T9,https://rentals.ca/sarnia/apartments?active-listing-id=540514,6141190,"{'lat': 42.985004, 'lng': -82.363484, 'x': -82.363484, 'y': 42.985004}",(226) 778-0741
0,1 Bedroom,1.0,1695.0,325 Willowdale Cresent,sarnia,https://rentals.ca/sarnia/willowdale-apartments,"{'id': 6093943, 'code': 'ON', 'name': 'Ontario'}",,,N7T 7R2,https://rentals.ca/sarnia/apartments?active-listing-id=735067,6141190,"{'lat': 42.98627, 'lng': -82.392825, 'x': -82.392825, 'y': 42.98627}",(226) 778-2091
0,1 Bedroom,1.0,1710.0,255 Capel street,sarnia,https://rentals.ca/sarnia/255-capel-street,"{'id': 6093943, 'code': 'ON', 'name': 'Ontario'}",,,N7T 7R3,https://rentals.ca/sarnia/apartments?active-listing-id=713943,6141190,"{'lat': 42.98601, 'lng': -82.391179, 'x': -82.391179, 'y': 42.98601}",(226) 778-2002
0,2 Bedroom,2.0,1715.0,620 Berkshire Rd.,sarnia,https://rentals.ca/sarnia/620-berkshire-rd,"{'id': 6093943, 'code': 'ON', 'name': 'Ontario'}",,,N7V 1Y8,https://rentals.ca/sarnia/apartments?active-listing-id=713945,6141190,"{'lat': 42.988645, 'lng': -82.389065, 'x': -82.389065, 'y': 42.988645}",(226) 778-4836
1,2 Bedroom,2.0,1775.0,1148/1150 Afton Drive,sarnia,https://rentals.ca/sarnia/woodstone-apartments,"{'id': 6093943, 'code': 'ON', 'name': 'Ontario'}",,,N7S 5B7,https://rentals.ca/sarnia/apartments?active-listing-id=310577,6141190,"{'lat': 42.975309, 'lng': -82.363313, 'x': -82.363313, 'y': 42.975309}",(226) 784-1876
1,2 Bedroom,2.0,1795.0,"351, 361, 369 London Road",sarnia,https://rentals.ca/sarnia/351-361-369-london-road,"{'id': 6093943, 'code': 'ON', 'name': 'Ontario'}",,,N7T 4W4,https://rentals.ca/sarnia/apartments?active-listing-id=679842,6141190,"{'lat': 42.97767, 'lng': -82.395439, 'x': -82.395439, 'y': 42.97767}",(226) 784-2353
0,2 Bedroom,2.0,1795.0,1270 Pontiac Court,sarnia,https://rentals.ca/sarnia/pontiac-court-highrise,"{'id': 6093943, 'code': 'ON', 'name': 'Ontario'}",,,N7S 4Y8,https://rentals.ca/sarnia/apartments?active-listing-id=540513,6141190,"{'lat': 42.985135, 'lng': -82.362169, 'x': -82.362169, 'y': 42.985135}",(226) 784-5476
1,1 Bedroom,1.0,1805.0,"205 Mackenzie St N, 220 Mitton St N",sarnia,https://rentals.ca/sarnia/aura-apartments,"{'id': 6093943, 'code': 'ON', 'name': 'Ontario'}",,,N7T 6H5,https://rentals.ca/sarnia/apartments?active-listing-id=848476,6141190,"{'lat': 42.97421, 'lng': -82.3957, 'x': -82.3957, 'y': 42.97421}",(226) 407-8020
2,1 Bedroom,1.0,1825.0,"205 Mackenzie St N, 220 Mitton St N",sarnia,https://rentals.ca/sarnia/aura-apartments,"{'id': 6093943, 'code': 'ON', 'name': 'Ontario'}",,,N7T 6H5,https://rentals.ca/sarnia/apartments?active-listing-id=848476,6141190,"{'lat': 42.97421, 'lng': -82.3957, 'x': -82.3957, 'y': 42.97421}",(226) 407-8020
1,2 Bedroom,2.0,1830.0,200 London Rd.,sarnia,https://rentals.ca/sarnia/london-road-apartments,"{'id': 6093943, 'code': 'ON', 'name': 'Ontario'}",,,N7T 7S9,https://rentals.ca/sarnia/apartments?active-listing-id=735068,6141190,"{'lat': 42.97867, 'lng': -82.402031, 'x': -82.402031, 'y': 42.97867}",(226) 784-5307
1,2 Bedroom,2.0,1840.0,255 Capel street,sarnia,https://rentals.ca/sarnia/255-capel-street,"{'id': 6093943, 'code': 'ON', 'name': 'Ontario'}",,,N7T 7R3,https://rentals.ca/sarnia/apartments?active-listing-id=713943,6141190,"{'lat': 42.98601, 'lng': -82.391179, 'x': -82.391179, 'y': 42.98601}",(226) 778-2002
0,1 Bedroom,1.0,1865.0,11 Derby Lane,sarnia,https://rentals.ca/sarnia/11-derby-lane,"{'id': 6093943, 'code': 'ON', 'name': 'Ontario'}",,,N7T 7V2,https://rentals.ca/sarnia/apartments?active-listing-id=666916,6141190,"{'lat': 42.976819, 'lng': -82.40606, 'x': -82.40606, 'y': 42.976819}",(226) 784-5395
1,2 Bedroom,2.0,1940.0,325 Willowdale Cresent,sarnia,https://rentals.ca/sarnia/willowdale-apartments,"{'id': 6093943, 'code': 'ON', 'name': 'Ontario'}",,,N7T 7R2,https://rentals.ca/sarnia/apartments?active-listing-id=735067,6141190,"{'lat': 42.98627, 'lng': -82.392825, 'x': -82.392825, 'y': 42.98627}",(226) 778-2091
2,2 Bedroom,2.0,1955.0,131 Maxwell Street,sarnia,https://rentals.ca/sarnia/131-maxwell-street,"{'id': 6093943, 'code': 'ON', 'name': 'Ontario'}",,,N7T 5T2,https://rentals.ca/sarnia/apartments?active-listing-id=679841,6141190,"{'lat': 42.980666, 'lng': -82.406777, 'x': -82.406777, 'y': 42.980666}",(226) 778-4203
3,2 Bedroom,2.0,2010.0,"205 Mackenzie St N, 220 Mitton St N",sarnia,https://rentals.ca/sarnia/aura-apartments,"{'id': 6093943, 'code': 'ON', 'name': 'Ontario'}",,,N7T 6H5,https://rentals.ca/sarnia/apartments?active-listing-id=848476,6141190,"{'lat': 42.97421, 'lng': -82.3957, 'x': -82.3957, 'y': 42.97421}",(226) 407-8020
0,2 Bedroom,2.0,2050.0,1215-1273 Pontiac Court,sarnia,https://rentals.ca/sarnia/pontiac-court-townhomes,"{'id': 6093943, 'code': 'ON', 'name': 'Ontario'}",,,N7S 4M9,https://rentals.ca/sarnia/apartments?active-listing-id=540515,6141190,"{'lat': 42.985135, 'lng': -82.362169, 'x': -82.362169, 'y': 42.985135}",(226) 778-2061
4,2 Bedroom,2.0,2120.0,"205 Mackenzie St N, 220 Mitton St N",sarnia,https://rentals.ca/sarnia/aura-apartments,"{'id': 6093943, 'code': 'ON', 'name': 'Ontario'}",,,N7T 6H5,https://rentals.ca/sarnia/apartments?active-listing-id=848476,6141190,"{'lat': 42.97421, 'lng': -82.3957, 'x': -82.3957, 'y': 42.97421}",(226) 407-8020
1,2 Bedroom,2.0,2140.0,11 Derby Lane,sarnia,https://rentals.ca/sarnia/11-derby-lane,"{'id': 6093943, 'code': 'ON', 'name': 'Ontario'}",,,N7T 7V2,https://rentals.ca/sarnia/apartments?active-listing-id=666916,6141190,"{'lat': 42.976819, 'lng': -82.40606, 'x': -82.40606, 'y': 42.976819}",(226) 784-5395
2,3 Bedroom,3.0,2185.0,"351, 361, 369 London Road",sarnia,https://rentals.ca/sarnia/351-361-369-london-road,"{'id': 6093943, 'code': 'ON', 'name': 'Ontario'}",,,N7T 4W4,https://rentals.ca/sarnia/apartments?active-listing-id=679842,6141190,"{'lat': 42.97767, 'lng': -82.395439, 'x': -82.395439, 'y': 42.97767}",(226) 784-2353
1,3 Bedroom,3.0,2190.0,1215-1273 Pontiac Court,sarnia,https://rentals.ca/sarnia/pontiac-court-townhomes,"{'id': 6093943, 'code': 'ON', 'name': 'Ontario'}",,,N7S 4M9,https://rentals.ca/sarnia/apartments?active-listing-id=540515,6141190,"{'lat': 42.985135, 'lng': -82.362169, 'x': -82.362169, 'y': 42.985135}",(226) 778-2061
